opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
FW2XJG9S,Markita Hansen,GTX Plus Basic,,Engaging,2/15/2017,,
R7JI95HZ,Markita Hansen,GTXPro,Sonron,Lost,2/15/2017,5/31/2017,0.00 
SVCKI631,Maureen Marcano,GTX Basic,,Engaging,2/15/2017,,
VJ5QGP8Z,Maureen Marcano,MG Advanced,,Engaging,2/15/2017,,
CVKLHZEO,Moses Frase,GTX Basic,Genco Pura Olive Oil Company,Won,2/15/2017,5/13/2017,455.00 
8KJZJFJ1,Reed Clapper,GTX Basic,Initech,Won,2/15/2017,3/3/2017,537.00 
W560QFJL,Reed Clapper,GTX Plus Basic,Opentech,Won,2/15/2017,3/4/2017,1090.00 
TA3PW6ZQ,Versie Hillebrand,MG Advanced,Stanredtax,Lost,2/15/2017,5/24/2017,0.00 
2DVE0XCM,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Won,2/15/2017,3/17/2017,60.00 
L3UMWAX7,Vicki Laflamme,GTX Plus Basic,Faxquote,Lost,2/15/2017,5/17/2017,0.00 
R2W96FGX,Zane Levy,GTX Basic,,Engaging,2/15/2017,,
VOTOT8MK,Cassey Cress,GTX Plus Pro,Plussunin,Won,2/16/2017,6/15/2017,6509.00 
Y3ULGUD8,Cecily Lampkin,GTX Plus Basic,Ron-tech,Won,2/16/2017,5/18/2017,1079.00 
7350YGG4,Corliss Cosme,GTX Plus Basic,Silis,Won,2/16/2017,5/29/2017,1111.00 
2J16RN99,Donn Cantrell,GTXPro,Mathtouch,Lost,2/16/2017,5/21/2017,0.00 
BRQRF65L,Donn Cantrell,GTX Basic,Donquadtech,Won,2/16/2017,3/2/2017,462.00 
LB6XW39X,Donn Cantrell,GTX Basic,Xx-zobam,Won,2/16/2017,3/4/2017,555.00 
WS9CXY7E,Gladys Colclough,GTX Plus Pro,Conecom,Won,2/16/2017,3/1/2017,6719.00 
CK0MDHHM,Hayden Neloms,MG Advanced,Faxquote,Won,2/16/2017,6/2/2017,3281.00 
KM1D04JS,James Ascencio,GTX Plus Basic,,Engaging,2/16/2017,,
RNUH1SI8,James Ascencio,MG Advanced,Kan-code,Won,2/16/2017,5/7/2017,3398.00 
BNY8MJ6L,Kary Hendrixson,GTX Basic,Labdrill,Engaging,2/16/2017,,
INBGKE14,Kary Hendrixson,GTXPro,,Engaging,2/16/2017,,
D54HETSI,Kary Hendrixson,GTXPro,Hottechi,Lost,2/16/2017,5/14/2017,0.00 
JOQQZ5RH,Marty Freudenburg,GTX Basic,Domzoom,Won,2/16/2017,3/1/2017,608.00 
90V75MDV,Niesha Huffines,GTXPro,Globex Corporation,Lost,2/16/2017,5/17/2017,0.00 
LIIBOUUQ,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2/16/2017,5/30/2017,1187.00 
5KK2SSSB,Rosie Papadopoulos,GTX Basic,,Engaging,2/16/2017,,
UDYSM42B,Violet Mclelland,GTX Plus Pro,Initech,Won,2/16/2017,6/22/2017,5855.00 
V3HVIJLL,Zane Levy,GTX Basic,,Engaging,2/16/2017,,
F835LA4P,Darcel Schlecht,GTXPro,Cancity,Won,2/17/2017,5/10/2017,5068.00 
75Q82XU7,Donn Cantrell,GTX Plus Basic,Gekko & Co,Lost,2/17/2017,6/13/2017,0.00 
AMNKCM1H,Elease Gluck,MG Special,Betasoloin,Engaging,2/17/2017,,
2U6QQHCC,James Ascencio,GTX Plus Pro,J-Texon,Won,2/17/2017,6/19/2017,4066.00 
MMKMJ0WC,Jonathan Berthelot,GTXPro,Isdom,Won,2/17/2017,6/7/2017,4494.00 
CZIXINO2,Kami Bicknell,GTX Basic,Finjob,Lost,2/17/2017,5/4/2017,0.00 
HV7Y6184,Kami Bicknell,GTXPro,Nam-zim,Lost,2/17/2017,5/28/2017,0.00 
KIHC1QJQ,Kami Bicknell,GTX Basic,Plexzap,Won,2/17/2017,5/9/2017,540.00 
VBWQO6BM,Niesha Huffines,MG Advanced,Conecom,Lost,2/17/2017,5/14/2017,0.00 
LTZCN1RA,Versie Hillebrand,MG Special,Domzoom,Won,2/17/2017,5/19/2017,54.00 
84LN84VM,Vicki Laflamme,MG Advanced,,Engaging,2/17/2017,,
YO32O3T9,Zane Levy,GTXPro,Lexiqvolax,Lost,2/17/2017,5/28/2017,0.00 
MU7JWTP6,Cassey Cress,MG Special,,Engaging,2/18/2017,,
8638OV6W,Corliss Cosme,MG Special,Zathunicon,Lost,2/18/2017,5/26/2017,0.00 
TTJXSO57,Darcel Schlecht,GTXPro,Hottechi,Lost,2/18/2017,5/20/2017,0.00 
K4VP5HK4,Donn Cantrell,MG Advanced,Betasoloin,Won,2/18/2017,5/8/2017,3602.00 
10R46CSK,Lajuana Vencill,MG Advanced,Betatech,Won,2/18/2017,5/7/2017,2904.00 
VBA34LWX,Markita Hansen,GTX Basic,Sonron,Won,2/18/2017,5/31/2017,571.00 
DLJN7WG0,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,2/18/2017,5/30/2017,0.00 
FJCCTOPN,Reed Clapper,GTX Basic,Zathunicon,Won,2/18/2017,6/18/2017,492.00 
LR6USOHL,Reed Clapper,GTXPro,Zathunicon,Won,2/18/2017,5/27/2017,4545.00 
5VAV2TUY,Versie Hillebrand,GTX Plus Pro,Cancity,Won,2/18/2017,3/25/2017,5614.00 
HTD2ME9C,Anna Snelling,GTX Plus Pro,Betatech,Won,2/19/2017,6/12/2017,5370.00 
GHUCMUPL,Boris Faz,GTX Basic,Zencorporation,Won,2/19/2017,5/2/2017,550.00 
1LKY3B4X,Cassey Cress,GTX Plus Basic,Yearin,Won,2/19/2017,3/2/2017,1011.00 
7Y5E0RDL,Corliss Cosme,MG Special,Sumace,Won,2/19/2017,6/18/2017,56.00 
9HRMW8SL,Daniell Hammack,MG Special,,Engaging,2/19/2017,,
BEQIZZ7W,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2/19/2017,3/4/2017,1217.00 
44F8ZE41,Donn Cantrell,GTX Basic,Bubba Gump,Lost,2/19/2017,5/19/2017,0.00 
YJIH415V,Donn Cantrell,MG Advanced,Kan-code,Won,2/19/2017,5/10/2017,3222.00 
K3DQJ796,Garret Kinder,GTX Basic,Bioplex,Lost,2/19/2017,5/14/2017,0.00 
6QF3D2RI,Garret Kinder,GTX Basic,Massive Dynamic,Lost,2/19/2017,5/5/2017,0.00 
G9565UWZ,Garret Kinder,MG Advanced,Opentech,Won,2/19/2017,3/1/2017,3348.00 
RFKIN7FG,Jonathan Berthelot,GTX Basic,Conecom,Lost,2/19/2017,5/25/2017,0.00 
WJQ8VD51,Kami Bicknell,GTX Basic,Faxquote,Engaging,2/19/2017,,
2BWZLXZ8,Kami Bicknell,GTXPro,Newex,Won,2/19/2017,3/5/2017,4216.00 
1WHXI2RW,Markita Hansen,GTX Plus Basic,,Engaging,2/19/2017,,
G5JP0G7Q,Markita Hansen,MG Advanced,,Engaging,2/19/2017,,
2QHRL8CW,Moses Frase,GTX Basic,Stanredtax,Won,2/19/2017,5/28/2017,404.00 
RFYAI0WA,Rosie Papadopoulos,GTX Plus Pro,Initech,Lost,2/19/2017,6/8/2017,0.00 
WH0DJCGL,Rosie Papadopoulos,MG Special,Zathunicon,Lost,2/19/2017,6/14/2017,0.00 
LCW83256,Rosie Papadopoulos,GTXPro,Sumace,Won,2/19/2017,3/4/2017,5260.00 
RVH3UUKY,Vicki Laflamme,MG Advanced,,Engaging,2/19/2017,,
IHFM8QXN,Vicki Laflamme,GTX Plus Basic,Kan-code,Lost,2/19/2017,3/7/2017,0.00 
QCY951QA,Violet Mclelland,MG Special,Donquadtech,Won,2/19/2017,5/6/2017,51.00 
CG9VXPV1,Zane Levy,GTX Basic,,Engaging,2/19/2017,,
09BVA55J,Zane Levy,GTX Basic,Scotfind,Won,2/19/2017,6/25/2017,598.00 
2R9HXKXT,Boris Faz,GTX Plus Basic,Konex,Lost,2/20/2017,5/25/2017,0.00 
JLK8KCNN,Boris Faz,MG Special,Zathunicon,Won,2/20/2017,5/24/2017,42.00 
SZQUBIMH,Cassey Cress,GTXPro,Vehement Capital Partners,Won,2/20/2017,6/7/2017,4689.00 
8ZYVKQ27,Cecily Lampkin,GTX Plus Pro,Statholdings,Won,2/20/2017,6/26/2017,5154.00 
25A51PWG,Darcel Schlecht,GTXPro,Gogozoom,Lost,2/20/2017,5/16/2017,0.00 
4B4XCPHT,Donn Cantrell,GTXPro,Zencorporation,Won,2/20/2017,5/5/2017,5010.00 
5JFOA4XC,Gladys Colclough,MG Advanced,Finhigh,Won,2/20/2017,6/14/2017,3215.00 
N5FOEJZ9,Kami Bicknell,GTX Basic,Nam-zim,Lost,2/20/2017,6/3/2017,0.00 
CYWZJ2AI,Kary Hendrixson,GTX Plus Basic,Donquadtech,Engaging,2/20/2017,,
QTNPGKJ7,Kary Hendrixson,GTXPro,Hatfan,Won,2/20/2017,6/26/2017,3169.00 
EBRWSMI0,Markita Hansen,GTX Plus Basic,Scotfind,Lost,2/20/2017,6/27/2017,0.00 
4PKHDQOQ,Marty Freudenburg,GTX Plus Pro,Funholding,Won,2/20/2017,6/3/2017,5015.00 
3Y9SB2QK,Maureen Marcano,GTX Basic,Dalttechnology,Won,2/20/2017,3/1/2017,571.00 
5MZ0O77T,Reed Clapper,GTXPro,Bubba Gump,Won,2/20/2017,5/16/2017,4839.00 
2EILEDKF,Reed Clapper,MG Advanced,Massive Dynamic,Won,2/20/2017,3/5/2017,3315.00 
J4NX9TK5,Versie Hillebrand,MG Special,Warephase,Won,2/20/2017,5/24/2017,60.00 
Y7N97FW8,Vicki Laflamme,GTXPro,,Engaging,2/20/2017,,
0IO43YMS,Wilburn Farren,MG Advanced,,Engaging,2/20/2017,,
5ITSLO0E,Anna Snelling,GTX Plus Basic,Treequote,Won,2/21/2017,3/4/2017,999.00 
6HG76L6U,Boris Faz,GTXPro,,Engaging,2/21/2017,,
QGW0TI1U,Darcel Schlecht,GTX Basic,Statholdings,Lost,2/21/2017,6/11/2017,0.00 
WJC5J533,Lajuana Vencill,GTX Plus Pro,Finhigh,Won,2/21/2017,6/4/2017,5401.00 
9SLINQY5,Markita Hansen,MG Advanced,Newex,Engaging,2/21/2017,,
1GIP77EP,Maureen Marcano,GTX Plus Pro,,Engaging,2/21/2017,,
XGLMCTLG,Moses Frase,GTX Basic,Rundofase,Won,2/21/2017,6/18/2017,551.00 
X6RLT30X,Reed Clapper,GTX Plus Pro,Mathtouch,Lost,2/21/2017,5/23/2017,0.00 
IVT0S1N1,Vicki Laflamme,GTX Basic,Faxquote,Won,2/21/2017,3/20/2017,600.00 
NOLCZMV6,Violet Mclelland,GTXPro,Goodsilron,Engaging,2/21/2017,,
JEPGSQC9,Violet Mclelland,GTX Plus Pro,Bioplex,Lost,2/21/2017,5/5/2017,0.00 
EEDHCEVZ,Boris Faz,MG Special,The New York Inquirer,Lost,2/22/2017,5/22/2017,0.00 
NHDTSMX2,Cassey Cress,GTXPro,Sumace,Won,2/22/2017,3/2/2017,4711.00 
E36CR33F,Corliss Cosme,MG Advanced,Vehement Capital Partners,Lost,2/22/2017,6/8/2017,0.00 
PNL17RE9,Corliss Cosme,GTXPro,Zencorporation,Won,2/22/2017,6/28/2017,5133.00 
B4SIVH1O,Daniell Hammack,GTX Basic,Fasehatice,Engaging,2/22/2017,,
VMEVOJVL,Daniell Hammack,GTX Plus Pro,Sumace,Lost,2/22/2017,5/17/2017,0.00 
5EKN0BFN,Daniell Hammack,GTX Plus Pro,Zathunicon,Won,2/22/2017,5/15/2017,4848.00 
R4LH95QS,Daniell Hammack,GTXPro,Mathtouch,Won,2/22/2017,3/3/2017,4475.00 
52CROFH2,Darcel Schlecht,GTX Basic,Betatech,Lost,2/22/2017,3/5/2017,0.00 
REDGEUCP,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,2/22/2017,3/10/2017,3763.00 
6KT5HAR6,Darcel Schlecht,GTXPro,Ron-tech,Won,2/22/2017,3/5/2017,5006.00 
48AJ0X9E,Gladys Colclough,GTXPro,Toughzap,Won,2/22/2017,6/15/2017,4498.00 
RA1UBXY9,Gladys Colclough,GTXPro,Warephase,Won,2/22/2017,3/24/2017,4375.00 
ESZY10SI,Hayden Neloms,MG Advanced,,Engaging,2/22/2017,,
WGI2GSKJ,Hayden Neloms,GTX Plus Basic,J-Texon,Lost,2/22/2017,5/27/2017,0.00 
W4BNO6UL,Hayden Neloms,MG Advanced,Fasehatice,Won,2/22/2017,6/4/2017,3763.00 
S50A0C2S,Kami Bicknell,GTXPro,J-Texon,Lost,2/22/2017,3/14/2017,0.00 
3H80RIHV,Kami Bicknell,GTX Plus Pro,Sonron,Won,2/22/2017,5/10/2017,5491.00 
KATNS4R4,Lajuana Vencill,GTX Basic,Bioholding,Lost,2/22/2017,5/22/2017,0.00 
L5U7OT6O,Markita Hansen,GTX Plus Pro,Y-corporation,Won,2/22/2017,6/17/2017,5503.00 
QKVUGRN9,Moses Frase,GTX Plus Basic,Rangreen,Lost,2/22/2017,5/30/2017,0.00 
FNY6F0KF,Moses Frase,MG Special,Statholdings,Won,2/22/2017,5/15/2017,58.00 
1W23LEWK,Niesha Huffines,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2/22/2017,5/27/2017,1051.00 
JHJEQ1U3,Niesha Huffines,GTX Plus Pro,Conecom,Won,2/22/2017,3/7/2017,5604.00 
CPJAA632,Reed Clapper,MG Advanced,Xx-zobam,Won,2/22/2017,5/15/2017,3273.00 
Y3CYQGPH,Rosalina Dieter,GTX Basic,,Engaging,2/22/2017,,
Q19RWR17,Vicki Laflamme,GTX Basic,Rundofase,Engaging,2/22/2017,,
GVC0RLQE,Vicki Laflamme,GTX Plus Basic,Scotfind,Lost,2/22/2017,5/11/2017,0.00 
9OLYBVNE,Zane Levy,GTX Plus Basic,Scotfind,Won,2/22/2017,6/2/2017,1220.00 
R8N49PHN,Zane Levy,GTX Plus Pro,Singletechno,Won,2/22/2017,3/2/2017,5497.00 
P5EVJUKQ,Anna Snelling,GTX Plus Basic,Conecom,Won,2/23/2017,6/10/2017,1056.00 
XF4648CO,Boris Faz,GTX Basic,Kan-code,Lost,2/23/2017,6/16/2017,0.00 
24UTFDPK,Cassey Cress,GTX Basic,Massive Dynamic,Won,2/23/2017,3/12/2017,572.00 
ERYLM04D,Cecily Lampkin,MG Advanced,Funholding,Won,2/23/2017,5/23/2017,3668.00 
6PW6ZQEE,Corliss Cosme,GTX Basic,,Engaging,2/23/2017,,
IQ9W1X36,Corliss Cosme,MG Special,Kinnamplus,Won,2/23/2017,3/2/2017,50.00 
GSR9PIF0,Daniell Hammack,MG Advanced,Silis,Won,2/23/2017,5/22/2017,3509.00 
8477482V,Darcel Schlecht,GTXPro,Gogozoom,Won,2/23/2017,6/28/2017,5643.00 
VFZOL6CB,Elease Gluck,MG Special,Dalttechnology,Won,2/23/2017,3/10/2017,47.00 
75ZOJ3O7,Hayden Neloms,MG Advanced,Finjob,Won,2/23/2017,3/8/2017,3312.00 
1QQR82TP,James Ascencio,GTX Plus Pro,Goodsilron,Lost,2/23/2017,6/23/2017,0.00 
4E5A84H1,Kami Bicknell,MG Advanced,,Engaging,2/23/2017,,
DR6MQSWL,Kami Bicknell,GTX Basic,Labdrill,Won,2/23/2017,3/11/2017,480.00 
KAV5TU8X,Kami Bicknell,MG Advanced,Nam-zim,Won,2/23/2017,5/6/2017,3208.00 
UQ86UOWY,Kary Hendrixson,GTX Basic,Y-corporation,Lost,2/23/2017,5/4/2017,0.00 
A82DG6R5,Kary Hendrixson,GTX Plus Pro,Kan-code,Won,2/23/2017,5/4/2017,5782.00 
37FKT2ZP,Lajuana Vencill,GTX Plus Pro,Rangreen,Won,2/23/2017,5/23/2017,5827.00 
03VCDZEE,Maureen Marcano,GTXPro,,Engaging,2/23/2017,,
MVXB9PS5,Maureen Marcano,GTX Basic,Newex,Lost,2/23/2017,6/17/2017,0.00 
M2TZSYTN,Moses Frase,GTX Basic,Bioholding,Won,2/23/2017,6/16/2017,516.00 
KGJL5GHX,Moses Frase,GTX Plus Basic,Condax,Won,2/23/2017,6/6/2017,956.00 
IF7DSONM,Moses Frase,MG Special,Stanredtax,Won,2/23/2017,3/15/2017,52.00 
RR4FWSVB,Moses Frase,MG Advanced,Toughzap,Won,2/23/2017,5/11/2017,3025.00 
C5IWM5VJ,Reed Clapper,GTXPro,The New York Inquirer,Won,2/23/2017,6/10/2017,5618.00 
9WZ3I1TF,Rosie Papadopoulos,GTXPro,Umbrella Corporation,Won,2/23/2017,5/9/2017,4867.00 
IO4GTLAB,Zane Levy,GTX Plus Basic,Kan-code,Won,2/23/2017,3/14/2017,929.00 
7ONH55WT,Cassey Cress,GTX Basic,,Engaging,2/24/2017,,
06T2UPDG,Cecily Lampkin,MG Special,dambase,Lost,2/24/2017,6/5/2017,0.00 
CMKXOOJQ,Corliss Cosme,GTX Basic,,Engaging,2/24/2017,,
9L6ADU5C,Corliss Cosme,MG Advanced,Xx-zobam,Lost,2/24/2017,5/11/2017,0.00 
U185INDA,Darcel Schlecht,GTXPro,Toughzap,Won,2/24/2017,5/5/2017,5010.00 
2AGLONC4,Donn Cantrell,GTXPro,Bluth Company,Won,2/24/2017,5/15/2017,5621.00 
TBDUMBLA,Donn Cantrell,MG Advanced,Iselectrics,Won,2/24/2017,5/2/2017,3233.00 
0AXGVKN8,Garret Kinder,MG Special,Acme Corporation,Won,2/24/2017,5/28/2017,55.00 
TAPNNL1W,Garret Kinder,MG Advanced,Bioplex,Won,2/24/2017,3/7/2017,3278.00 
R9ZAKBFE,Gladys Colclough,GTX Plus Basic,Domzoom,Won,2/24/2017,3/10/2017,1155.00 
Y40ADYX7,Hayden Neloms,MG Advanced,Goodsilron,Won,2/24/2017,3/11/2017,3550.00 
R7GVZT8J,Jonathan Berthelot,MG Advanced,Stanredtax,Lost,2/24/2017,5/10/2017,0.00 
RSEDY99J,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2/24/2017,6/16/2017,1055.00 
NR947OAB,Kami Bicknell,GTXPro,,Engaging,2/24/2017,,
LMKNU8IZ,Markita Hansen,GTXPro,,Engaging,2/24/2017,,
D5NZQIWU,Markita Hansen,GTX Plus Basic,Sonron,Lost,2/24/2017,6/20/2017,0.00 
Z0BGG6IJ,Markita Hansen,GTX Basic,Y-corporation,Won,2/24/2017,5/5/2017,595.00 
ZCA1IRGD,Moses Frase,MG Advanced,Warephase,Won,2/24/2017,5/6/2017,3063.00 
NPB8ZLEO,Vicki Laflamme,MG Advanced,Konex,Lost,2/24/2017,5/13/2017,0.00 
HJIO57TA,Violet Mclelland,MG Advanced,Massive Dynamic,Won,2/24/2017,6/6/2017,3246.00 
U6N053E1,Anna Snelling,GTX Basic,Scottech,Won,2/25/2017,3/2/2017,423.00 
R5RSH4JV,Boris Faz,GTX Plus Pro,,Engaging,2/25/2017,,
MTKCJVFO,Cassey Cress,GTX Basic,Initech,Won,2/25/2017,6/18/2017,542.00 
KIP060D0,Cassey Cress,GTXPro,Ontomedia,Won,2/25/2017,3/8/2017,5040.00 
YOISPUC6,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2/25/2017,5/21/2017,0.00 
2MHTTXX0,Darcel Schlecht,GTX Plus Pro,Rangreen,Lost,2/25/2017,6/17/2017,0.00 
QU4FNKZL,Darcel Schlecht,GTXPro,Statholdings,Won,2/25/2017,5/9/2017,5423.00 
GZUKDP7F,Darcel Schlecht,MG Advanced,Cancity,Won,2/25/2017,6/13/2017,3295.00 
S519S1EK,Donn Cantrell,GTX Basic,Plussunin,Won,2/25/2017,6/2/2017,568.00 
AL554AUI,Donn Cantrell,GTX Basic,Xx-zobam,Won,2/25/2017,5/26/2017,640.00 
MCWDHOBT,Elease Gluck,GTXPro,Plusstrip,Won,2/25/2017,5/19/2017,4612.00 
GDZV8N5W,Gladys Colclough,GTXPro,Domzoom,Lost,2/25/2017,5/26/2017,0.00 
X1D1HYMM,James Ascencio,GTX Plus Pro,,Engaging,2/25/2017,,
F4FLJ0WW,James Ascencio,GTX Plus Basic,Goodsilron,Lost,2/25/2017,5/26/2017,0.00 
P3VM7655,Jonathan Berthelot,MG Advanced,Dontechi,Won,2/25/2017,5/6/2017,3281.00 
5QU60VGE,Kami Bicknell,GTX Basic,Finjob,Lost,2/25/2017,3/12/2017,0.00 
3CLBPMYZ,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,2/25/2017,3/8/2017,0.00 
G17JEA75,Kami Bicknell,MG Special,Rantouch,Won,2/25/2017,3/11/2017,59.00 
BGU0JJ9X,Marty Freudenburg,GTX Plus Basic,Scottech,Won,2/25/2017,6/30/2017,1081.00 
U02OIJGK,Marty Freudenburg,GTX Plus Basic,Zumgoity,Won,2/25/2017,5/9/2017,962.00 
3N7ZXGMF,Niesha Huffines,GTX Plus Basic,Codehow,Won,2/25/2017,3/6/2017,1123.00 
0QHI3KG5,Reed Clapper,MG Advanced,Xx-zobam,Won,2/25/2017,6/10/2017,3075.00 
0WWDVOM3,Rosalina Dieter,MG Special,Condax,Won,2/25/2017,5/9/2017,50.00 
QPPUCKFM,Rosalina Dieter,MG Special,Dalttechnology,Won,2/25/2017,3/6/2017,47.00 
VGE4M1C9,Versie Hillebrand,MG Special,Globex Corporation,Lost,2/25/2017,3/8/2017,0.00 
56XQOTXV,Versie Hillebrand,GTX Plus Pro,Betatech,Won,2/25/2017,5/17/2017,4494.00 
1JC9DMNJ,Vicki Laflamme,MG Special,Hottechi,Lost,2/25/2017,5/6/2017,0.00 
AK2LRFXF,Vicki Laflamme,MG Special,Singletechno,Won,2/25/2017,3/11/2017,61.00 
UCK7JRXG,Vicki Laflamme,MG Advanced,Goodsilron,Won,2/25/2017,5/13/2017,3418.00 
GVYF29NM,Violet Mclelland,MG Advanced,,Engaging,2/25/2017,,
DN6SG3US,Wilburn Farren,GTX Plus Pro,,Engaging,2/25/2017,,
WM30CUBE,Wilburn Farren,MG Advanced,Konex,Won,2/25/2017,6/2/2017,3336.00 
EW28ZONV,Zane Levy,GTX Plus Basic,,Engaging,2/25/2017,,
8DWOWB6Y,Anna Snelling,GTX Basic,Betatech,Lost,2/26/2017,3/16/2017,0.00 
BGNB966A,Boris Faz,GTX Plus Pro,Mathtouch,Won,2/26/2017,3/13/2017,4766.00 
4Q4CLZCH,Corliss Cosme,MG Advanced,Plussunin,Lost,2/26/2017,6/10/2017,0.00 
YQ24IWRQ,Daniell Hammack,GTX Basic,Ganjaflex,Won,2/26/2017,5/27/2017,592.00 
Z30RS0CL,Donn Cantrell,GTX Basic,Iselectrics,Lost,2/26/2017,6/1/2017,0.00 
FRB34F3W,Elease Gluck,MG Special,Green-Plus,Lost,2/26/2017,5/24/2017,0.00 
CGEHFK9N,Gladys Colclough,GTXPro,Treequote,Lost,2/26/2017,5/29/2017,0.00 
4A189ZAB,Gladys Colclough,GTXPro,Dontechi,Won,2/26/2017,6/8/2017,5142.00 
0HELH2Q0,James Ascencio,GTX Plus Basic,Cheers,Lost,2/26/2017,5/29/2017,0.00 
9E8A7MQ8,Kary Hendrixson,GTX Plus Pro,Blackzim,Engaging,2/26/2017,,
HG5P21RO,Lajuana Vencill,MG Advanced,Gogozoom,Lost,2/26/2017,5/8/2017,0.00 
MGP9HCUL,Markita Hansen,GTX Plus Basic,Plexzap,Lost,2/26/2017,6/16/2017,0.00 
HVZMZW96,Maureen Marcano,GTX Plus Basic,,Engaging,2/26/2017,,
1H1YDS7C,Maureen Marcano,GTX Plus Basic,,Engaging,2/26/2017,,
FZC2J90W,Maureen Marcano,MG Advanced,Bluth Company,Engaging,2/26/2017,,
XX84TIMO,Maureen Marcano,GTX Plus Basic,Faxquote,Lost,2/26/2017,6/26/2017,0.00 
2JFS8EGS,Maureen Marcano,MG Special,Nam-zim,Lost,2/26/2017,5/3/2017,0.00 
GBMHNLRO,Moses Frase,GTX Basic,Dontechi,Won,2/26/2017,3/15/2017,660.00 
NAVG0P26,Moses Frase,GTX Basic,Rundofase,Won,2/26/2017,5/26/2017,443.00 
DK955UBP,Niesha Huffines,MG Special,Codehow,Lost,2/26/2017,5/20/2017,0.00 
0OOZE4GN,Rosie Papadopoulos,GTX Plus Pro,Zotware,Lost,2/26/2017,3/3/2017,0.00 
3P0T15VX,Rosie Papadopoulos,MG Special,The New York Inquirer,Lost,2/26/2017,5/18/2017,0.00 
GK0A4IQW,Versie Hillebrand,MG Special,Domzoom,Won,2/26/2017,6/18/2017,61.00 
UI3DE2C4,Zane Levy,GTX Plus Basic,,Engaging,2/26/2017,,
UXJSIAVS,Zane Levy,GTX Plus Pro,Y-corporation,Won,2/26/2017,3/14/2017,4846.00 
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,2/27/2017,6/4/2017,574.00 
J2SR2H1Y,Cassey Cress,GTX Basic,Ganjaflex,Lost,2/27/2017,6/18/2017,0.00 
4U5VTUJL,Cassey Cress,GTXPro,Sumace,Lost,2/27/2017,5/22/2017,0.00 
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,2/27/2017,5/3/2017,497.00 
8JJY9B08,Corliss Cosme,GTX Basic,Xx-zobam,Lost,2/27/2017,5/4/2017,0.00 
STTAXKIU,Corliss Cosme,GTX Plus Pro,Konex,Won,2/27/2017,5/30/2017,5159.00 
25FUROM1,Daniell Hammack,GTX Plus Basic,Y-corporation,Engaging,2/27/2017,,
PX4OW5SC,Darcel Schlecht,MG Special,Codehow,Lost,2/27/2017,5/2/2017,0.00 
87MEZS8G,Darcel Schlecht,GTXPro,Conecom,Won,2/27/2017,5/13/2017,4311.00 
SLIWHUIM,Donn Cantrell,GTX Basic,Ganjaflex,Won,2/27/2017,5/22/2017,609.00 
XBVFZ1IR,Gladys Colclough,GTX Plus Basic,Cancity,Won,2/27/2017,6/24/2017,1008.00 
7B3J333S,Gladys Colclough,GTXPro,Zumgoity,Won,2/27/2017,6/22/2017,4458.00 
9X2S0K15,Hayden Neloms,MG Advanced,,Engaging,2/27/2017,,
3N9I1WH7,Hayden Neloms,MG Advanced,Plexzap,Won,2/27/2017,5/26/2017,2964.00 
TMW4J6NA,James Ascencio,GTX Plus Pro,Lexiqvolax,Lost,2/27/2017,6/4/2017,0.00 
ZI1MPYF3,James Ascencio,MG Advanced,Dalttechnology,Won,2/27/2017,6/5/2017,3813.00 
L6KOBEBZ,Jonathan Berthelot,GTX Basic,Rundofase,Won,2/27/2017,5/27/2017,528.00 
Z2S4KUPO,Kary Hendrixson,GTX Plus Basic,Rantouch,Won,2/27/2017,3/10/2017,1173.00 
GIW1PN4L,Kary Hendrixson,GTXPro,Kan-code,Won,2/27/2017,6/19/2017,3893.00 
E57F5Z2K,Kary Hendrixson,GTXPro,Sonron,Won,2/27/2017,3/15/2017,4678.00 
38KKSE72,Lajuana Vencill,GTX Basic,Bioholding,Won,2/27/2017,6/1/2017,530.00 
0GJ586J0,Markita Hansen,MG Special,Sunnamplex,Lost,2/27/2017,3/14/2017,0.00 
4V0S4BA3,Markita Hansen,GTK 500,Goodsilron,Won,2/27/2017,6/27/2017,29617.00 
1LTD5TKV,Marty Freudenburg,GTX Plus Basic,Isdom,Won,2/27/2017,5/9/2017,1028.00 
VBM56CIF,Marty Freudenburg,MG Advanced,Domzoom,Won,2/27/2017,6/28/2017,2863.00 
XRZVJPD5,Maureen Marcano,GTX Plus Basic,,Engaging,2/27/2017,,
PDH2NPE1,Moses Frase,MG Advanced,Codehow,Won,2/27/2017,6/28/2017,4109.00 
OV60VIBB,Niesha Huffines,GTX Basic,Betatech,Lost,2/27/2017,5/8/2017,0.00 
2OAIXF3A,Reed Clapper,GTX Plus Basic,Kan-code,Won,2/27/2017,3/13/2017,1106.00 
